concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Notificacion estudiante cancelacion soli,start,22475,2016-05-20 19:55:33+00:00,Notificacion estudiante cancelacion soli,22475,120356,Variant 10,10,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22475,2016-05-20 19:55:33+00:00,Notificacion estudiante cancelacion soli,22475,120356,Variant 10,10,Fluxicon Disco
Traer informacion estudiante - banner,start,7599,2016-05-20 20:10:08+00:00,Traer informacion estudiante - banner,7599,120356,Variant 10,10,Fluxicon Disco
Traer informacion estudiante - banner,complete,7599,2016-05-20 20:10:08+00:00,Traer informacion estudiante - banner,7599,120356,Variant 10,10,Fluxicon Disco
Radicar Solicitud Homologacion,start,7599,2016-05-20 20:10:09+00:00,Radicar Solicitud Homologacion,7599,120356,Variant 10,10,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7599,2016-05-20 20:10:09+00:00,Radicar Solicitud Homologacion,7599,120356,Variant 10,10,Fluxicon Disco
Cancelar Solicitud,start,22475,2016-05-20 20:24:19+00:00,Cancelar Solicitud,22475,120356,Variant 10,10,Fluxicon Disco
Cancelar Solicitud,complete,22475,2016-05-20 20:24:19+00:00,Cancelar Solicitud,22475,120356,Variant 10,10,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22475,2016-05-20 19:55:56+00:00,Notificacion estudiante cancelacion soli,22475,120357,Variant 10,10,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22475,2016-05-20 19:55:56+00:00,Notificacion estudiante cancelacion soli,22475,120357,Variant 10,10,Fluxicon Disco
Traer informacion estudiante - banner,start,7599,2016-05-20 20:25:22+00:00,Traer informacion estudiante - banner,7599,120357,Variant 10,10,Fluxicon Disco
Traer informacion estudiante - banner,complete,7599,2016-05-20 20:25:22+00:00,Traer informacion estudiante - banner,7599,120357,Variant 10,10,Fluxicon Disco
Radicar Solicitud Homologacion,start,7599,2016-05-20 20:25:23+00:00,Radicar Solicitud Homologacion,7599,120357,Variant 10,10,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7599,2016-05-20 20:25:23+00:00,Radicar Solicitud Homologacion,7599,120357,Variant 10,10,Fluxicon Disco
Cancelar Solicitud,start,22475,2016-05-20 20:38:20+00:00,Cancelar Solicitud,22475,120357,Variant 10,10,Fluxicon Disco
Cancelar Solicitud,complete,22475,2016-05-20 20:38:20+00:00,Cancelar Solicitud,22475,120357,Variant 10,10,Fluxicon Disco
Cancelar Solicitud,start,22475,2016-05-20 19:12:53+00:00,Cancelar Solicitud,22475,120359,Variant 33,33,Fluxicon Disco
Cancelar Solicitud,complete,22475,2016-05-20 19:13:36+00:00,Cancelar Solicitud,22475,120359,Variant 33,33,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22475,2016-05-20 19:56:08+00:00,Notificacion estudiante cancelacion soli,22475,120359,Variant 33,33,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22475,2016-05-20 19:56:08+00:00,Notificacion estudiante cancelacion soli,22475,120359,Variant 33,33,Fluxicon Disco
Traer informacion estudiante - banner,start,7599,2016-05-20 20:44:11+00:00,Traer informacion estudiante - banner,7599,120359,Variant 33,33,Fluxicon Disco
Traer informacion estudiante - banner,complete,7599,2016-05-20 20:44:11+00:00,Traer informacion estudiante - banner,7599,120359,Variant 33,33,Fluxicon Disco
Radicar Solicitud Homologacion,start,7599,2016-05-20 20:44:12+00:00,Radicar Solicitud Homologacion,7599,120359,Variant 33,33,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7599,2016-05-20 20:44:12+00:00,Radicar Solicitud Homologacion,7599,120359,Variant 33,33,Fluxicon Disco
Traer informacion estudiante - banner,start,6572,2016-05-20 22:19:54+00:00,Traer informacion estudiante - banner,6572,120362,Variant 7,7,Fluxicon Disco
Traer informacion estudiante - banner,complete,6572,2016-05-20 22:19:54+00:00,Traer informacion estudiante - banner,6572,120362,Variant 7,7,Fluxicon Disco
Radicar Solicitud Homologacion,start,6572,2016-05-20 22:19:55+00:00,Radicar Solicitud Homologacion,6572,120362,Variant 7,7,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6572,2016-05-20 22:20:00+00:00,Radicar Solicitud Homologacion,6572,120362,Variant 7,7,Fluxicon Disco
Cancelar Solicitud,start,6572,2016-05-20 22:25:24+00:00,Cancelar Solicitud,6572,120362,Variant 7,7,Fluxicon Disco
Validar solicitud,start,677,2016-05-20 22:25:24+00:00,Validar solicitud,677,120362,Variant 7,7,Fluxicon Disco
Validar solicitud,complete,677,2016-05-20 22:40:58+00:00,Validar solicitud,677,120362,Variant 7,7,Fluxicon Disco
Cancelar Solicitud,complete,6572,2016-05-20 23:40:58+00:00,Cancelar Solicitud,6572,120362,Variant 7,7,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,6572,2016-06-06 22:04:41+00:00,Notificacion estudiante cancelacion soli,6572,120362,Variant 7,7,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,6572,2016-06-06 22:04:41+00:00,Notificacion estudiante cancelacion soli,6572,120362,Variant 7,7,Fluxicon Disco
Traer informacion estudiante - banner,start,11571,2016-05-20 23:47:49+00:00,Traer informacion estudiante - banner,11571,120364,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,11571,2016-05-20 23:47:49+00:00,Traer informacion estudiante - banner,11571,120364,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,11571,2016-05-20 23:47:51+00:00,Radicar Solicitud Homologacion,11571,120364,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11571,2016-05-20 23:47:54+00:00,Radicar Solicitud Homologacion,11571,120364,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,22404,2016-05-20 23:51:05+00:00,Cancelar Solicitud,22404,120364,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,22404,2016-05-20 23:54:24+00:00,Cancelar Solicitud,22404,120364,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22404,2016-05-23 17:11:04+00:00,Notificacion estudiante cancelacion soli,22404,120364,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22404,2016-05-23 17:11:04+00:00,Notificacion estudiante cancelacion soli,22404,120364,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,15547,2016-05-22 00:49:29+00:00,Traer informacion estudiante - banner,15547,120751,Variant 5,5,Fluxicon Disco
Traer informacion estudiante - banner,complete,15547,2016-05-22 00:49:29+00:00,Traer informacion estudiante - banner,15547,120751,Variant 5,5,Fluxicon Disco
Radicar Solicitud Homologacion,start,15547,2016-05-22 00:49:33+00:00,Radicar Solicitud Homologacion,15547,120751,Variant 5,5,Fluxicon Disco
Radicar Solicitud Homologacion,complete,15547,2016-05-22 00:49:33+00:00,Radicar Solicitud Homologacion,15547,120751,Variant 5,5,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,1,2016-06-02 00:24:22+00:00,Notificacion estudiante cancelacion soli,1,120751,Variant 5,5,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,1,2016-06-02 00:24:22+00:00,Notificacion estudiante cancelacion soli,1,120751,Variant 5,5,Fluxicon Disco
Traer informacion estudiante - banner,start,17872,2016-05-21 22:53:51+00:00,Traer informacion estudiante - banner,17872,120801,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,17872,2016-05-21 22:53:51+00:00,Traer informacion estudiante - banner,17872,120801,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,17872,2016-05-21 22:53:55+00:00,Radicar Solicitud Homologacion,17872,120801,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,17872,2016-05-21 22:53:55+00:00,Radicar Solicitud Homologacion,17872,120801,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,22404,2016-05-21 23:26:45+00:00,Cancelar Solicitud,22404,120801,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,22404,2016-05-21 23:41:21+00:00,Cancelar Solicitud,22404,120801,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22404,2016-05-25 00:36:33+00:00,Notificacion estudiante cancelacion soli,22404,120801,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22404,2016-05-25 00:36:33+00:00,Notificacion estudiante cancelacion soli,22404,120801,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,8203,2016-05-22 02:35:55+00:00,Traer informacion estudiante - banner,8203,120851,Variant 5,5,Fluxicon Disco
Traer informacion estudiante - banner,complete,8203,2016-05-22 02:35:55+00:00,Traer informacion estudiante - banner,8203,120851,Variant 5,5,Fluxicon Disco
Radicar Solicitud Homologacion,start,8203,2016-05-22 02:36:01+00:00,Radicar Solicitud Homologacion,8203,120851,Variant 5,5,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8203,2016-05-22 02:36:01+00:00,Radicar Solicitud Homologacion,8203,120851,Variant 5,5,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,1,2016-06-02 00:24:23+00:00,Notificacion estudiante cancelacion soli,1,120851,Variant 5,5,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,1,2016-06-02 00:24:23+00:00,Notificacion estudiante cancelacion soli,1,120851,Variant 5,5,Fluxicon Disco
Traer informacion estudiante - banner,start,7628,2016-05-22 18:02:15+00:00,Traer informacion estudiante - banner,7628,120901,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,7628,2016-05-22 18:02:15+00:00,Traer informacion estudiante - banner,7628,120901,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,7628,2016-05-22 18:02:21+00:00,Radicar Solicitud Homologacion,7628,120901,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7628,2016-05-22 18:02:21+00:00,Radicar Solicitud Homologacion,7628,120901,Variant 2,2,Fluxicon Disco
Validar solicitud,start,677,2016-05-22 20:43:11+00:00,Validar solicitud,677,120901,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,677,2016-05-22 20:48:50+00:00,Validar solicitud,677,120901,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,677,2016-05-23 23:39:10+00:00,Homologacion por grupo de cursos,677,120901,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,677,2016-05-23 23:39:13+00:00,Homologacion por grupo de cursos,677,120901,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,9483,2016-05-22 20:18:44+00:00,Traer informacion estudiante - banner,9483,120951,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,9483,2016-05-22 20:18:44+00:00,Traer informacion estudiante - banner,9483,120951,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,9483,2016-05-22 20:18:49+00:00,Radicar Solicitud Homologacion,9483,120951,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,9483,2016-05-22 20:18:49+00:00,Radicar Solicitud Homologacion,9483,120951,Variant 2,2,Fluxicon Disco
Validar solicitud,start,677,2016-05-22 20:27:39+00:00,Validar solicitud,677,120951,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,677,2016-05-22 20:39:39+00:00,Validar solicitud,677,120951,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,677,2016-05-24 21:08:13+00:00,Homologacion por grupo de cursos,677,120951,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,677,2016-05-24 21:08:13+00:00,Homologacion por grupo de cursos,677,120951,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,4441,2016-05-22 20:34:36+00:00,Traer informacion estudiante - banner,4441,120952,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,4441,2016-05-22 20:34:36+00:00,Traer informacion estudiante - banner,4441,120952,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,4441,2016-05-22 20:34:37+00:00,Radicar Solicitud Homologacion,4441,120952,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,4441,2016-05-22 20:34:37+00:00,Radicar Solicitud Homologacion,4441,120952,Variant 2,2,Fluxicon Disco
Validar solicitud,start,677,2016-05-22 20:50:02+00:00,Validar solicitud,677,120952,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,677,2016-05-22 21:02:02+00:00,Validar solicitud,677,120952,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-05-24 21:10:26+00:00,Homologacion por grupo de cursos,3445,120952,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-05-24 21:33:32+00:00,Homologacion por grupo de cursos,3445,120952,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,8661,2016-05-23 02:03:42+00:00,Traer informacion estudiante - banner,8661,121101,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,8661,2016-05-23 02:03:42+00:00,Traer informacion estudiante - banner,8661,121101,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,8661,2016-05-23 02:03:47+00:00,Radicar Solicitud Homologacion,8661,121101,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8661,2016-05-23 02:03:47+00:00,Radicar Solicitud Homologacion,8661,121101,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,294,2016-05-23 02:08:30+00:00,Cancelar Solicitud,294,121101,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,294,2016-05-23 05:11:25+00:00,Cancelar Solicitud,294,121101,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,294,2016-06-25 00:55:01+00:00,Notificacion estudiante cancelacion soli,294,121101,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,294,2016-06-25 00:55:01+00:00,Notificacion estudiante cancelacion soli,294,121101,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,8661,2016-05-23 02:09:17+00:00,Traer informacion estudiante - banner,8661,121102,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,8661,2016-05-23 02:09:17+00:00,Traer informacion estudiante - banner,8661,121102,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,8661,2016-05-23 02:09:18+00:00,Radicar Solicitud Homologacion,8661,121102,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8661,2016-05-23 02:09:18+00:00,Radicar Solicitud Homologacion,8661,121102,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,294,2016-05-23 02:11:06+00:00,Cancelar Solicitud,294,121102,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,294,2016-05-23 05:14:03+00:00,Cancelar Solicitud,294,121102,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,294,2016-06-25 00:57:09+00:00,Notificacion estudiante cancelacion soli,294,121102,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,294,2016-06-25 00:57:09+00:00,Notificacion estudiante cancelacion soli,294,121102,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,7039,2016-05-23 13:55:41+00:00,Traer informacion estudiante - banner,7039,121151,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,7039,2016-05-23 13:55:41+00:00,Traer informacion estudiante - banner,7039,121151,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,7039,2016-05-23 13:55:47+00:00,Radicar Solicitud Homologacion,7039,121151,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7039,2016-05-23 14:07:44+00:00,Radicar Solicitud Homologacion,7039,121151,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,241,2016-05-24 19:57:33+00:00,Cancelar Solicitud,241,121151,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,241,2016-05-24 21:25:35+00:00,Cancelar Solicitud,241,121151,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,241,2016-06-10 21:51:30+00:00,Notificacion estudiante cancelacion soli,241,121151,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,241,2016-06-10 21:51:30+00:00,Notificacion estudiante cancelacion soli,241,121151,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,22785,2016-05-23 15:40:33+00:00,Traer informacion estudiante - banner,22785,121202,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,22785,2016-05-23 15:40:33+00:00,Traer informacion estudiante - banner,22785,121202,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,22785,2016-05-23 15:40:37+00:00,Radicar Solicitud Homologacion,22785,121202,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,22785,2016-05-23 15:40:40+00:00,Radicar Solicitud Homologacion,22785,121202,Variant 2,2,Fluxicon Disco
Validar solicitud,start,22475,2016-05-23 16:03:57+00:00,Validar solicitud,22475,121202,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,22475,2016-05-23 16:06:18+00:00,Validar solicitud,22475,121202,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,22785,2016-05-23 18:25:25+00:00,Homologacion por grupo de cursos,22785,121202,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,22785,2016-05-23 18:26:59+00:00,Homologacion por grupo de cursos,22785,121202,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,1860,2016-05-23 17:54:17+00:00,Traer informacion estudiante - banner,1860,121206,Variant 22,22,Fluxicon Disco
Traer informacion estudiante - banner,complete,1860,2016-05-23 17:54:17+00:00,Traer informacion estudiante - banner,1860,121206,Variant 22,22,Fluxicon Disco
Radicar Solicitud Homologacion,start,1860,2016-05-23 17:54:17+00:00,Radicar Solicitud Homologacion,1860,121206,Variant 22,22,Fluxicon Disco
Radicar Solicitud Homologacion,complete,1860,2016-05-23 17:56:48+00:00,Radicar Solicitud Homologacion,1860,121206,Variant 22,22,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22475,2016-05-23 21:31:46+00:00,Notificacion estudiante cancelacion soli,22475,121206,Variant 22,22,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22475,2016-05-23 21:31:46+00:00,Notificacion estudiante cancelacion soli,22475,121206,Variant 22,22,Fluxicon Disco
Cancelar Solicitud,start,22475,2016-05-23 22:25:24+00:00,Cancelar Solicitud,22475,121206,Variant 22,22,Fluxicon Disco
Cancelar Solicitud,complete,22475,2016-05-23 22:25:24+00:00,Cancelar Solicitud,22475,121206,Variant 22,22,Fluxicon Disco
Traer informacion estudiante - banner,start,2408,2016-05-23 18:29:01+00:00,Traer informacion estudiante - banner,2408,121251,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,2408,2016-05-23 18:29:01+00:00,Traer informacion estudiante - banner,2408,121251,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,2408,2016-05-23 18:29:06+00:00,Radicar Solicitud Homologacion,2408,121251,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,2408,2016-05-23 18:34:36+00:00,Radicar Solicitud Homologacion,2408,121251,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,22404,2016-05-24 04:34:36+00:00,Cancelar Solicitud,22404,121251,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,22404,2016-05-24 04:34:36+00:00,Cancelar Solicitud,22404,121251,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22404,2016-05-24 12:59:59+00:00,Notificacion estudiante cancelacion soli,22404,121251,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22404,2016-05-24 12:59:59+00:00,Notificacion estudiante cancelacion soli,22404,121251,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,22437,2016-05-24 00:03:08+00:00,Traer informacion estudiante - banner,22437,121258,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,22437,2016-05-24 00:03:08+00:00,Traer informacion estudiante - banner,22437,121258,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,22437,2016-05-24 00:03:09+00:00,Radicar Solicitud Homologacion,22437,121258,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,22437,2016-05-24 00:03:35+00:00,Radicar Solicitud Homologacion,22437,121258,Variant 2,2,Fluxicon Disco
Validar solicitud,start,677,2016-05-24 00:29:25+00:00,Validar solicitud,677,121258,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,677,2016-05-24 00:34:55+00:00,Validar solicitud,677,121258,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-05-24 21:12:55+00:00,Homologacion por grupo de cursos,3445,121258,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-05-24 22:42:21+00:00,Homologacion por grupo de cursos,3445,121258,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,11799,2016-05-24 00:27:08+00:00,Traer informacion estudiante - banner,11799,121259,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,11799,2016-05-24 00:27:08+00:00,Traer informacion estudiante - banner,11799,121259,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,11799,2016-05-24 00:27:11+00:00,Radicar Solicitud Homologacion,11799,121259,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11799,2016-05-24 00:27:36+00:00,Radicar Solicitud Homologacion,11799,121259,Variant 2,2,Fluxicon Disco
Validar solicitud,start,19019,2016-05-24 00:52:16+00:00,Validar solicitud,19019,121259,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,19019,2016-05-24 00:54:29+00:00,Validar solicitud,19019,121259,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,1007,2016-05-24 17:05:52+00:00,Homologacion por grupo de cursos,1007,121259,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,1007,2016-05-24 18:22:06+00:00,Homologacion por grupo de cursos,1007,121259,Variant 2,2,Fluxicon Disco
Validar solicitud,start,659,2016-05-23 23:45:13+00:00,Validar solicitud,659,121260,Variant 16,16,Fluxicon Disco
Validar solicitud,complete,659,2016-05-23 23:55:27+00:00,Validar solicitud,659,121260,Variant 16,16,Fluxicon Disco
Traer informacion estudiante - banner,start,22962,2016-05-24 01:01:51+00:00,Traer informacion estudiante - banner,22962,121260,Variant 16,16,Fluxicon Disco
Traer informacion estudiante - banner,complete,22962,2016-05-24 01:01:51+00:00,Traer informacion estudiante - banner,22962,121260,Variant 16,16,Fluxicon Disco
Radicar Solicitud Homologacion,start,22962,2016-05-24 01:01:52+00:00,Radicar Solicitud Homologacion,22962,121260,Variant 16,16,Fluxicon Disco
Radicar Solicitud Homologacion,complete,22962,2016-05-24 01:01:52+00:00,Radicar Solicitud Homologacion,22962,121260,Variant 16,16,Fluxicon Disco
Homologacion por grupo de cursos,start,659,2016-05-25 13:42:28+00:00,Homologacion por grupo de cursos,659,121260,Variant 16,16,Fluxicon Disco
Homologacion por grupo de cursos,complete,659,2016-05-25 16:26:28+00:00,Homologacion por grupo de cursos,659,121260,Variant 16,16,Fluxicon Disco
Traer informacion estudiante - banner,start,8973,2016-05-24 02:13:29+00:00,Traer informacion estudiante - banner,8973,121401,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,8973,2016-05-24 02:13:29+00:00,Traer informacion estudiante - banner,8973,121401,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,8973,2016-05-24 02:13:33+00:00,Radicar Solicitud Homologacion,8973,121401,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8973,2016-05-24 02:13:33+00:00,Radicar Solicitud Homologacion,8973,121401,Variant 2,2,Fluxicon Disco
Validar solicitud,start,920,2016-05-24 02:21:45+00:00,Validar solicitud,920,121401,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,920,2016-05-24 02:33:45+00:00,Validar solicitud,920,121401,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,8973,2016-05-25 20:33:02+00:00,Homologacion por grupo de cursos,8973,121401,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,8973,2016-05-25 20:41:02+00:00,Homologacion por grupo de cursos,8973,121401,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,10176,2016-05-24 02:58:21+00:00,Traer informacion estudiante - banner,10176,121406,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,10176,2016-05-24 02:58:21+00:00,Traer informacion estudiante - banner,10176,121406,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,10176,2016-05-24 02:58:22+00:00,Radicar Solicitud Homologacion,10176,121406,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,10176,2016-05-24 02:58:22+00:00,Radicar Solicitud Homologacion,10176,121406,Variant 2,2,Fluxicon Disco
Validar solicitud,start,22475,2016-05-24 03:01:50+00:00,Validar solicitud,22475,121406,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,22475,2016-05-24 03:09:50+00:00,Validar solicitud,22475,121406,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,22475,2016-05-25 14:01:26+00:00,Homologacion por grupo de cursos,22475,121406,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,22475,2016-05-25 14:05:26+00:00,Homologacion por grupo de cursos,22475,121406,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,2408,2016-05-24 04:35:58+00:00,Traer informacion estudiante - banner,2408,121451,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,2408,2016-05-24 04:35:58+00:00,Traer informacion estudiante - banner,2408,121451,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,2408,2016-05-24 04:36:01+00:00,Radicar Solicitud Homologacion,2408,121451,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,2408,2016-05-24 04:41:42+00:00,Radicar Solicitud Homologacion,2408,121451,Variant 2,2,Fluxicon Disco
Validar solicitud,start,22404,2016-05-24 23:41:57+00:00,Validar solicitud,22404,121451,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,22404,2016-05-24 23:44:15+00:00,Validar solicitud,22404,121451,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,22404,2016-05-25 02:59:19+00:00,Homologacion por grupo de cursos,22404,121451,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,22404,2016-05-25 03:13:17+00:00,Homologacion por grupo de cursos,22404,121451,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,6231,2016-05-24 13:14:45+00:00,Traer informacion estudiante - banner,6231,121551,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,6231,2016-05-24 13:14:45+00:00,Traer informacion estudiante - banner,6231,121551,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,6231,2016-05-24 13:14:49+00:00,Radicar Solicitud Homologacion,6231,121551,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6231,2016-05-24 13:14:49+00:00,Radicar Solicitud Homologacion,6231,121551,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,6231,2016-05-24 14:59:45+00:00,Cancelar Solicitud,6231,121551,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,6231,2016-05-24 14:59:45+00:00,Cancelar Solicitud,6231,121551,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,6231,2016-05-24 15:04:25+00:00,Notificacion estudiante cancelacion soli,6231,121551,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,6231,2016-05-24 15:04:25+00:00,Notificacion estudiante cancelacion soli,6231,121551,Variant 1,1,Fluxicon Disco
