Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup,Start Timestamp
Case 467,Assign seriousness,Value 1,2013-08-30 15:22:29.000,Variant 103,103,Variant 103,Value 1,Value 157,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-08-30 14:47:08.869362
Case 3357,Take in charge ticket,Value 12,2013-08-30 15:24:10.000,Variant 2,2,Variant 2,Value 1,Value 183,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1,2013-08-30 15:12:55.750000
Case 1571,Wait,Value 2,2013-09-02 08:06:06.000,Variant 142,142,Variant 142,Value 1,Value 103,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2013-09-02 06:48:14.500000
Case 3475,Assign seriousness,Value 18,2013-09-02 13:32:56.000,Variant 1,1,Variant 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-02 13:18:34.210971
Case 3822,Take in charge ticket,Value 2,2013-09-03 07:13:18.000,Variant 2,2,Variant 2,Value 1,Value 106,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,2013-09-03 07:02:03.750000
Case 894,Closed,Value 3,2013-09-03 09:20:23.000,Variant 14,14,Variant 14,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-03 06:44:31.125000
Case 3877,Closed,Value 3,2013-09-03 09:22:33.000,Variant 2,2,Variant 2,Value 1,Value 181,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-03 06:46:41.125000
Case 3928,Assign seriousness,Value 18,2013-09-03 14:55:46.000,Variant 2,2,Variant 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-03 14:52:13.795931
Case 3822,Wait,Value 14,2013-09-03 15:00:29.000,Variant 2,2,Variant 2,Value 1,Value 106,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,2013-09-03 11:58:18.791275
Case 3928,Take in charge ticket,Value 2,2013-09-03 15:00:54.000,Variant 2,2,Variant 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-03 14:59:25.050560
Case 3928,Wait,Value 18,2013-09-03 15:05:59.000,Variant 2,2,Variant 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-03 15:03:27.483871
Case 2665,Closed,Value 3,2013-09-03 15:21:13.000,Variant 2,2,Variant 2,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-03 12:45:21.125000
Case 83,Closed,Value 3,2013-09-03 15:23:13.000,Variant 2,2,Variant 2,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-03 12:47:21.125000
Case 631,Closed,Value 3,2013-09-03 15:26:23.000,Variant 66,66,Variant 66,Value 1,Value 12,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-03 12:50:31.125000
Case 2611,Closed,Value 3,2013-09-04 06:51:36.000,Variant 2,2,Variant 2,Value 1,Value 13,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-04 04:15:44.125000
Case 4187,Take in charge ticket,Value 2,2013-09-04 08:31:35.000,Variant 216,216,Variant 216,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-04 08:20:20.750000
Case 2932,Closed,Value 3,2013-09-04 08:34:55.000,Variant 2,2,Variant 2,Value 1,Value 100,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2013-09-04 05:59:03.125000
Case 1457,Closed,Value 3,2013-09-04 08:39:25.000,Variant 2,2,Variant 2,Value 1,Value 297,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-04 06:03:33.125000
Case 2432,Resolve ticket,Value 2,2013-09-04 09:15:39.000,Variant 2,2,Variant 2,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-04 08:49:46.750000
Case 1814,Wait,Value 2,2013-09-04 10:03:28.000,Variant 2,2,Variant 2,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-04 08:45:36.500000
Case 1760,Closed,Value 3,2013-09-04 10:09:35.000,Variant 20,20,Variant 20,Value 1,Value 3,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-04 07:33:43.125000
Case 3708,Assign seriousness,Value 18,2013-09-04 10:14:28.000,Variant 2,2,Variant 2,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-04 09:31:45.361369
Case 2569,Take in charge ticket,Value 2,2013-09-04 10:23:50.000,Variant 2,2,Variant 2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-04 10:12:35.750000
Case 2569,Wait,Value 14,2013-09-04 10:33:24.000,Variant 2,2,Variant 2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-04 10:29:40.178523
Case 4187,Wait,Value 2,2013-09-04 13:14:22.000,Variant 216,216,Variant 216,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-04 11:52:41.983293
Case 2905,Resolve ticket,Value 14,2013-09-04 15:24:07.000,Variant 1,1,Variant 1,Value 1,Value 110,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-04 14:58:14.750000
Case 4465,Take in charge ticket,Value 2,2013-09-04 15:26:15.000,Variant 2,2,Variant 2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-04 15:15:00.750000
Case 856,Assign seriousness,Value 18,2013-09-04 15:52:10.000,Variant 2,2,Variant 2,Value 1,Value 37,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-04 15:08:30.881447
Case 361,Assign seriousness,Value 18,2013-09-05 07:28:49.000,Variant 43,43,Variant 43,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 06:51:05.744790
Case 2814,Take in charge ticket,Value 2,2013-09-05 07:37:57.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 07:26:42.750000
Case 2123,Assign seriousness,Value 2,2013-09-05 07:39:02.000,Variant 30,30,Variant 30,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 06:52:20.526690
Case 2123,Take in charge ticket,Value 2,2013-09-05 07:39:17.000,Variant 30,30,Variant 30,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 07:39:12.668047
Case 4187,Take in charge ticket,Value 2,2013-09-05 07:52:20.000,Variant 216,216,Variant 216,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-05 02:29:28.082708
Case 4187,Wait,Value 2,2013-09-05 07:52:42.000,Variant 216,216,Variant 216,Value 1,Value 86,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-05 07:52:35.646469
Case 4465,Wait,Value 14,2013-09-05 09:43:56.000,Variant 2,2,Variant 2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 08:26:04.500000
Case 2814,Resolve ticket,Value 2,2013-09-05 12:41:28.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 11:13:48.719971
Case 230,Assign seriousness,Value 14,2013-09-05 12:44:56.000,Variant 17,17,Variant 17,Value 1,Value 120,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-05 12:18:18.558544
Case 230,Assign seriousness,Value 14,2013-09-05 12:45:51.000,Variant 17,17,Variant 17,Value 1,Value 120,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-05 12:37:29.669296
Case 230,Take in charge ticket,Value 9,2013-09-05 12:48:44.000,Variant 17,17,Variant 17,Value 1,Value 120,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-05 12:47:44.256949
Case 2123,Resolve ticket,Value 2,2013-09-05 13:42:25.000,Variant 30,30,Variant 30,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 11:57:32.693522
Case 2123,Resolve ticket,Value 2,2013-09-05 13:42:26.000,Variant 30,30,Variant 30,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-05 13:42:25.711203
Case 2631,Closed,Value 3,2013-09-06 07:27:28.000,Variant 2,2,Variant 2,Value 1,Value 120,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-06 04:51:36.125000
Case 3787,Assign seriousness,Value 18,2013-09-06 09:42:22.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-06 09:11:00.641922
Case 3787,Take in charge ticket,Value 18,2013-09-06 13:01:56.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-06 11:22:47.625806
Case 4348,Closed,Value 3,2013-09-06 13:23:39.000,Variant 10,10,Variant 10,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-06 10:47:47.125000
Case 1674,Take in charge ticket,Value 9,2013-09-06 14:51:22.000,Variant 2,2,Variant 2,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-06 14:40:07.750000
Case 2172,Closed,Value 3,2013-09-06 15:32:59.000,Variant 1,1,Variant 1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-06 12:57:07.125000
Case 1460,Assign seriousness,Value 18,2013-09-06 15:53:55.000,Variant 15,15,Variant 15,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-06 15:10:24.452297
Case 2236,Resolve ticket,Value 1,2013-09-06 15:55:08.000,Variant 2,2,Variant 2,Value 1,Value 57,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-06 15:29:15.750000
Case 1358,Resolve ticket,Value 2,2013-09-06 16:01:28.000,Variant 2,2,Variant 2,Value 1,Value 12,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2013-09-06 15:35:35.750000
Case 4300,Closed,Value 3,2013-09-07 12:54:50.000,Variant 14,14,Variant 14,Value 1,Value 145,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-07 10:18:58.125000
Case 299,Closed,Value 3,2013-09-07 13:09:20.000,Variant 2,2,Variant 2,Value 1,Value 136,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-07 10:33:28.125000
Case 3592,Wait,Value 1,2013-09-09 07:02:23.000,Variant 2,2,Variant 2,Value 1,Value 112,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-09 05:44:31.500000
Case 856,Take in charge ticket,Value 2,2013-09-09 07:47:54.000,Variant 2,2,Variant 2,Value 1,Value 37,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-09 07:36:39.750000
Case 3787,Wait,Value 18,2013-09-09 08:06:20.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-09 06:48:28.500000
Case 3276,Resolve ticket,Value 1,2013-09-09 08:23:19.000,Variant 10,10,Variant 10,Value 1,Value 29,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-09 07:57:26.750000
Case 131,Resolve ticket,Value 4,2013-09-09 08:36:00.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-09 08:10:07.750000
Case 361,Take in charge ticket,Value 2,2013-09-09 09:09:39.000,Variant 43,43,Variant 43,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-09 08:58:24.750000
Case 3592,Resolve ticket,Value 1,2013-09-09 10:30:21.000,Variant 2,2,Variant 2,Value 1,Value 112,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-09 09:31:08.021924
Case 361,Wait,Value 18,2013-09-09 13:09:15.000,Variant 43,43,Variant 43,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-09 11:10:13.374194
Case 145,Resolve ticket,Value 1,2013-09-09 15:32:15.000,Variant 35,35,Variant 35,Value 1,Value 85,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-09 15:06:22.750000
Case 1828,Assign seriousness,Value 1,2013-09-09 15:35:10.000,Variant 1,1,Variant 1,Value 1,Value 59,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-09 14:36:55.307851
Case 230,Wait,Value 9,2013-09-09 15:56:08.000,Variant 17,17,Variant 17,Value 1,Value 120,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-09 14:38:16.500000
Case 1674,Wait,Value 9,2013-09-10 07:11:01.000,Variant 2,2,Variant 2,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 05:53:09.500000
Case 1460,Take in charge ticket,Value 18,2013-09-10 08:06:41.000,Variant 15,15,Variant 15,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 07:55:26.750000
Case 232,Assign seriousness,Value 2,2013-09-10 08:11:26.000,Variant 44,44,Variant 44,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 08:09:31.489906
Case 232,Take in charge ticket,Value 2,2013-09-10 08:15:40.000,Variant 44,44,Variant 44,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 08:14:26.645592
Case 1674,Resolve ticket,Value 9,2013-09-10 08:17:03.000,Variant 2,2,Variant 2,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 07:54:14.780533
Case 2720,Resolve ticket,Value 2,2013-09-10 08:17:19.000,Variant 10,10,Variant 10,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 07:51:26.750000
Case 856,Wait,Value 2,2013-09-10 08:44:04.000,Variant 2,2,Variant 2,Value 1,Value 37,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-10 07:26:12.500000
Case 1823,Take in charge ticket,Value 9,2013-09-10 08:50:37.000,Variant 2,2,Variant 2,Value 1,Value 123,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-10 08:39:22.750000
Case 3357,Wait,Value 1,2013-09-10 08:58:45.000,Variant 2,2,Variant 2,Value 1,Value 183,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1,2013-09-10 07:40:53.500000
Case 3475,Take in charge ticket,Value 2,2013-09-10 09:47:40.000,Variant 1,1,Variant 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 09:36:25.750000
Case 4537,Closed,Value 3,2013-09-10 09:50:25.000,Variant 1,1,Variant 1,Value 1,Value 211,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 07:14:33.125000
Case 1460,Wait,Value 18,2013-09-10 09:51:12.000,Variant 15,15,Variant 15,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 08:59:16.729032
Case 4465,Resolve ticket,Value 14,2013-09-10 10:00:17.000,Variant 2,2,Variant 2,Value 1,Value 110,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 09:34:24.750000
Case 3172,Take in charge ticket,Value 2,2013-09-10 10:01:55.000,Variant 2,2,Variant 2,Value 1,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 09:50:40.750000
Case 467,Take in charge ticket,Value 2,2013-09-10 10:02:15.000,Variant 103,103,Variant 103,Value 1,Value 157,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 09:51:00.750000
Case 2569,Resolve ticket,Value 14,2013-09-10 10:27:31.000,Variant 2,2,Variant 2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 10:01:38.750000
Case 2092,Take in charge ticket,Value 18,2013-09-10 10:35:19.000,Variant 2,2,Variant 2,Value 1,Value 14,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-10 10:24:04.750000
Case 3357,Resolve ticket,Value 1,2013-09-10 10:41:51.000,Variant 2,2,Variant 2,Value 1,Value 183,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1,2013-09-10 10:12:29.602149
Case 1671,Take in charge ticket,Value 2,2013-09-10 13:55:41.000,Variant 1,1,Variant 1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-10 13:44:26.750000
Case 2092,Wait,Value 18,2013-09-11 07:17:54.000,Variant 2,2,Variant 2,Value 1,Value 14,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-11 06:00:02.500000
Case 232,Wait,Value 2,2013-09-11 10:47:46.000,Variant 44,44,Variant 44,Value 1,Value 121,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-11 09:29:54.500000
Case 4255,Resolve ticket,Value 9,2013-09-11 12:25:06.000,Variant 6,6,Variant 6,Value 1,Value 15,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-11 11:59:13.750000
Case 4255,Resolve ticket,Value 9,2013-09-11 12:25:07.000,Variant 6,6,Variant 6,Value 1,Value 15,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-11 12:25:06.654664
Case 114,Assign seriousness,Value 1,2013-09-11 12:51:59.000,Variant 15,15,Variant 15,Value 1,Value 69,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-11 12:44:21.481868
Case 114,Take in charge ticket,Value 1,2013-09-11 12:52:24.000,Variant 15,15,Variant 15,Value 1,Value 69,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-11 12:52:16.881515
Case 39,Take in charge ticket,Value 2,2013-09-11 12:57:48.000,Variant 2,2,Variant 2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-11 12:46:33.750000
Case 3896,Assign seriousness,Value 1,2013-09-11 13:04:49.000,Variant 2,2,Variant 2,Value 1,Value 245,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-11 13:02:51.067309
Case 3582,Closed,Value 3,2013-09-11 14:42:58.000,Variant 2,2,Variant 2,Value 1,Value 58,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-11 12:07:06.125000
Case 2667,Assign seriousness,Value 1,2013-09-11 15:34:58.000,Variant 171,171,Variant 171,Value 1,Value 321,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-11 15:22:39.346489
Case 1788,Closed,Value 3,2013-09-11 15:55:48.000,Variant 2,2,Variant 2,Value 1,Value 256,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,2013-09-11 13:19:56.125000
Case 1671,Resolve ticket,Value 14,2013-09-12 07:44:26.000,Variant 1,1,Variant 1,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-12 07:18:33.750000
Case 1823,Wait,Value 9,2013-09-12 07:44:38.000,Variant 2,2,Variant 2,Value 1,Value 123,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-12 06:26:46.500000
Case 39,Wait,Value 4,2013-09-12 09:46:36.000,Variant 2,2,Variant 2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-12 08:28:44.500000
Case 3362,Resolve ticket,Value 9,2013-09-12 09:58:00.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-12 09:32:07.750000
Case 470,Resolve ticket,Value 9,2013-09-12 09:58:26.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-12 09:32:33.750000
Case 3314,Assign seriousness,Value 18,2013-09-12 12:30:18.000,Variant 2,2,Variant 2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-12 11:55:01.363562
Case 1823,Resolve ticket,Value 9,2013-09-12 12:47:35.000,Variant 2,2,Variant 2,Value 1,Value 123,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-12 11:02:57.835626
Case 507,Resolve ticket,Value 4,2013-09-12 13:45:07.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-12 13:19:14.750000
Case 3442,Closed,Value 3,2013-09-13 09:11:08.000,Variant 1,1,Variant 1,Value 1,Value 137,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-13 06:35:16.125000
Case 3742,Resolve ticket,Value 4,2013-09-13 09:20:09.000,Variant 1,1,Variant 1,Value 1,Value 219,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-13 08:54:16.750000
Case 1828,Take in charge ticket,Value 4,2013-09-13 10:28:43.000,Variant 1,1,Variant 1,Value 1,Value 59,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-13 10:17:28.750000
Case 2667,Take in charge ticket,Value 20,2013-09-13 10:57:14.000,Variant 171,171,Variant 171,Value 1,Value 321,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-13 10:45:59.750000
Case 3798,Resolve ticket,Value 14,2013-09-13 13:07:17.000,Variant 1,1,Variant 1,Value 1,Value 131,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-13 12:41:24.750000
Case 282,Resolve ticket,Value 14,2013-09-13 13:22:07.000,Variant 1,1,Variant 1,Value 1,Value 131,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-13 12:56:14.750000
Case 2667,Wait,Value 20,2013-09-13 13:35:20.000,Variant 171,171,Variant 171,Value 1,Value 321,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-13 12:06:47.840000
Case 3314,Take in charge ticket,Value 20,2013-09-13 13:57:33.000,Variant 2,2,Variant 2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-13 13:46:18.750000
Case 1509,Closed,Value 3,2013-09-13 14:29:09.000,Variant 2,2,Variant 2,Value 1,Value 137,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-13 11:53:17.125000
Case 3314,Wait,Value 20,2013-09-13 15:06:11.000,Variant 2,2,Variant 2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-13 14:27:44.920000
Case 2667,Wait,Value 20,2013-09-13 15:17:28.000,Variant 171,171,Variant 171,Value 1,Value 321,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-13 14:20:16.320000
Case 237,Closed,Value 3,2013-09-14 08:10:40.000,Variant 10,10,Variant 10,Value 1,Value 18,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-14 05:34:48.125000
Case 3172,Wait,Value 1,2013-09-16 07:13:56.000,Variant 2,2,Variant 2,Value 1,Value 16,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-16 05:56:04.500000
Case 1814,Resolve ticket,Value 2,2013-09-16 07:16:15.000,Variant 2,2,Variant 2,Value 1,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-16 06:50:22.750000
Case 3822,Resolve ticket,Value 14,2013-09-16 10:39:08.000,Variant 2,2,Variant 2,Value 1,Value 106,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1,2013-09-16 10:13:15.750000
Case 2062,Wait,Value 1,2013-09-16 14:08:25.000,Variant 2,2,Variant 2,Value 1,Value 58,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-16 12:50:33.500000
Case 3233,Assign seriousness,Value 1,2013-09-16 15:52:13.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-16 14:58:06.213307
Case 3233,Take in charge ticket,Value 1,2013-09-16 15:53:53.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2013-09-16 15:53:24.526061
Case 467,Wait,Value 1,2013-09-17 07:29:12.000,Variant 103,103,Variant 103,Value 1,Value 157,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-17 06:11:20.500000
Case 2458,Resolve ticket,Value 1,2013-09-17 07:41:08.000,Variant 2,2,Variant 2,Value 1,Value 116,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-17 07:15:15.750000
Case 2346,Insert ticket,Value 18,2013-09-17 09:01:24.000,Variant 51,51,Variant 51,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-17 08:57:43.000000
Case 3770,Assign seriousness,Value 1,2013-09-17 09:41:43.000,Variant 2,2,Variant 2,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2,2013-09-17 09:08:09.808674
Case 775,Resolve ticket,Value 9,2013-09-17 09:44:00.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-17 09:18:07.750000
Case 3896,Take in charge ticket,Value 9,2013-09-17 10:30:20.000,Variant 2,2,Variant 2,Value 1,Value 245,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-17 10:19:05.750000
Case 1882,Resolve ticket,Value 4,2013-09-17 10:36:49.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2013-09-17 10:10:56.750000
Case 2613,Assign seriousness,Value 14,2013-09-17 12:22:11.000,Variant 169,169,Variant 169,Value 1,Value 63,Value 5,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2013-09-17 11:48:34.944192
Case 3770,Take in charge ticket,Value 12,2013-09-17 12:37:00.000,Variant 2,2,Variant 2,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2,2013-09-17 11:31:18.958922
Case 3896,Wait,Value 9,2013-09-17 13:56:27.000,Variant 2,2,Variant 2,Value 1,Value 245,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2013-09-17 12:45:16.235198
