Activity,lifecycle:transition_start,Resource,Start Timestamp,Activity_start,Resource_start,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Complete Timestamp,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours
Radicar Solicitud Homologacion,start,4834,2016-06-02 19:27:02,Radicar Solicitud Homologacion,4834,123903,Variant 1,1,Fluxicon Disco,0,123903_Radicar Solicitud Homologacion_0,complete,4834,2016-06-02 19:27:05,Radicar Solicitud Homologacion,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:03,3.0,3000.0,0.0008333333333333334
Cancelar Solicitud,start,4834,2016-06-02 19:30:42,Cancelar Solicitud,4834,123903,Variant 1,1,Fluxicon Disco,0,123903_Cancelar Solicitud_0,complete,4834,2016-06-02 19:30:48,Cancelar Solicitud,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:06,6.0,6000.0,0.0016666666666666668
Notificacion estudiante cancelacion soli,start,4834,2016-06-02 19:37:36,Notificacion estudiante cancelacion soli,4834,123903,Variant 1,1,Fluxicon Disco,0,123903_Notificacion estudiante cancelacion soli_0,complete,4834,2016-06-02 19:37:36,Notificacion estudiante cancelacion soli,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,4834,2016-06-02 19:39:46,Traer informacion estudiante - banner,4834,123904,Variant 1,1,Fluxicon Disco,0,123904_Traer informacion estudiante - banner_0,complete,4834,2016-06-02 19:39:46,Traer informacion estudiante - banner,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,4834,2016-06-02 19:39:47,Radicar Solicitud Homologacion,4834,123904,Variant 1,1,Fluxicon Disco,0,123904_Radicar Solicitud Homologacion_0,complete,4834,2016-06-02 19:39:49,Radicar Solicitud Homologacion,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:02,2.0,2000.0,0.0005555555555555556
Cancelar Solicitud,start,4834,2016-06-02 19:42:16,Cancelar Solicitud,4834,123904,Variant 1,1,Fluxicon Disco,0,123904_Cancelar Solicitud_0,complete,4834,2016-06-02 19:42:19,Cancelar Solicitud,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:03,3.0,3000.0,0.0008333333333333334
Notificacion estudiante cancelacion soli,start,4834,2016-06-02 19:46:11,Notificacion estudiante cancelacion soli,4834,123904,Variant 1,1,Fluxicon Disco,0,123904_Notificacion estudiante cancelacion soli_0,complete,4834,2016-06-02 19:46:11,Notificacion estudiante cancelacion soli,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,4834,2016-06-02 19:46:19,Traer informacion estudiante - banner,4834,123905,Variant 1,1,Fluxicon Disco,0,123905_Traer informacion estudiante - banner_0,complete,4834,2016-06-02 19:46:19,Traer informacion estudiante - banner,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,4834,2016-06-02 19:46:20,Radicar Solicitud Homologacion,4834,123905,Variant 1,1,Fluxicon Disco,0,123905_Radicar Solicitud Homologacion_0,complete,4834,2016-06-02 19:46:24,Radicar Solicitud Homologacion,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:04,4.0,4000.0,0.0011111111111111111
Cancelar Solicitud,start,4834,2016-06-02 19:50:44,Cancelar Solicitud,4834,123905,Variant 1,1,Fluxicon Disco,0,123905_Cancelar Solicitud_0,complete,4834,2016-06-02 19:50:53,Cancelar Solicitud,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:09,9.0,9000.0,0.0025
Notificacion estudiante cancelacion soli,start,4834,2016-06-02 20:13:22,Notificacion estudiante cancelacion soli,4834,123905,Variant 1,1,Fluxicon Disco,0,123905_Notificacion estudiante cancelacion soli_0,complete,4834,2016-06-02 20:13:22,Notificacion estudiante cancelacion soli,4834,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,4834,2016-06-02 20:13:33,Traer informacion estudiante - banner,4834,123906,Variant 2,2,Fluxicon Disco,0,123906_Traer informacion estudiante - banner_0,complete,4834,2016-06-02 20:13:33,Traer informacion estudiante - banner,4834,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,4834,2016-06-02 20:13:33,Radicar Solicitud Homologacion,4834,123906,Variant 2,2,Fluxicon Disco,0,123906_Radicar Solicitud Homologacion_0,complete,4834,2016-06-02 20:13:33,Radicar Solicitud Homologacion,4834,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,22404,2016-06-02 20:17:59,Validar solicitud,22404,123906,Variant 2,2,Fluxicon Disco,0,123906_Validar solicitud_0,complete,22404,2016-06-02 20:18:22,Validar solicitud,22404,Variant 2,2,Fluxicon Disco,0,0 days 00:00:23,23.0,23000.0,0.006388888888888889
Homologacion por grupo de cursos,start,4560,2016-06-02 22:23:43,Homologacion por grupo de cursos,4560,123906,Variant 2,2,Fluxicon Disco,0,123906_Homologacion por grupo de cursos_0,complete,4560,2016-06-02 23:55:19,Homologacion por grupo de cursos,4560,Variant 2,2,Fluxicon Disco,0,0 days 01:31:36,5496.0,5496000.0,1.5266666666666666
Traer informacion estudiante - banner,start,9249,2016-06-03 04:46:39,Traer informacion estudiante - banner,9249,123956,Variant 1,1,Fluxicon Disco,0,123956_Traer informacion estudiante - banner_0,complete,9249,2016-06-03 04:46:39,Traer informacion estudiante - banner,9249,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9249,2016-06-03 04:46:40,Radicar Solicitud Homologacion,9249,123956,Variant 1,1,Fluxicon Disco,0,123956_Radicar Solicitud Homologacion_0,complete,9249,2016-06-03 04:46:51,Radicar Solicitud Homologacion,9249,Variant 1,1,Fluxicon Disco,0,0 days 00:00:11,11.0,11000.0,0.0030555555555555557
Cancelar Solicitud,start,9249,2016-06-03 16:11:01,Cancelar Solicitud,9249,123956,Variant 1,1,Fluxicon Disco,0,123956_Cancelar Solicitud_0,complete,9249,2016-06-03 16:11:05,Cancelar Solicitud,9249,Variant 1,1,Fluxicon Disco,0,0 days 00:00:04,4.0,4000.0,0.0011111111111111111
Notificacion estudiante cancelacion soli,start,9249,2016-06-03 16:15:56,Notificacion estudiante cancelacion soli,9249,123956,Variant 1,1,Fluxicon Disco,0,123956_Notificacion estudiante cancelacion soli_0,complete,9249,2016-06-03 16:15:56,Notificacion estudiante cancelacion soli,9249,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,12175,2016-06-03 17:28:21,Traer informacion estudiante - banner,12175,123961,Variant 1,1,Fluxicon Disco,0,123961_Traer informacion estudiante - banner_0,complete,12175,2016-06-03 17:28:21,Traer informacion estudiante - banner,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,12175,2016-06-03 17:28:22,Radicar Solicitud Homologacion,12175,123961,Variant 1,1,Fluxicon Disco,0,123961_Radicar Solicitud Homologacion_0,complete,12175,2016-06-03 17:52:20,Radicar Solicitud Homologacion,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:23:58,1438.0,1438000.0,0.39944444444444444
Cancelar Solicitud,start,22475,2016-06-09 17:27:17,Cancelar Solicitud,22475,123961,Variant 1,1,Fluxicon Disco,0,123961_Cancelar Solicitud_0,complete,22475,2016-06-09 17:27:24,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:07,7.0,7000.0,0.0019444444444444444
Notificacion estudiante cancelacion soli,start,22475,2016-06-09 17:35:14,Notificacion estudiante cancelacion soli,22475,123961,Variant 1,1,Fluxicon Disco,0,123961_Notificacion estudiante cancelacion soli_0,complete,22475,2016-06-09 17:35:14,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,12175,2016-06-03 17:30:51,Traer informacion estudiante - banner,12175,123962,Variant 1,1,Fluxicon Disco,0,123962_Traer informacion estudiante - banner_0,complete,12175,2016-06-03 17:30:51,Traer informacion estudiante - banner,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,12175,2016-06-03 17:30:52,Radicar Solicitud Homologacion,12175,123962,Variant 1,1,Fluxicon Disco,0,123962_Radicar Solicitud Homologacion_0,complete,12175,2016-06-03 17:55:05,Radicar Solicitud Homologacion,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:24:13,1453.0,1453000.0,0.4036111111111111
Cancelar Solicitud,start,12175,2016-06-09 17:44:42,Cancelar Solicitud,12175,123962,Variant 1,1,Fluxicon Disco,0,123962_Cancelar Solicitud_0,complete,12175,2016-06-09 17:44:54,Cancelar Solicitud,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:12,12.0,12000.0,0.0033333333333333335
Notificacion estudiante cancelacion soli,start,12175,2016-06-09 17:56:54,Notificacion estudiante cancelacion soli,12175,123962,Variant 1,1,Fluxicon Disco,0,123962_Notificacion estudiante cancelacion soli_0,complete,12175,2016-06-09 17:56:54,Notificacion estudiante cancelacion soli,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,12175,2016-06-03 17:46:19,Traer informacion estudiante - banner,12175,123963,Variant 1,1,Fluxicon Disco,0,123963_Traer informacion estudiante - banner_0,complete,12175,2016-06-03 17:46:19,Traer informacion estudiante - banner,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,12175,2016-06-03 17:46:20,Radicar Solicitud Homologacion,12175,123963,Variant 1,1,Fluxicon Disco,0,123963_Radicar Solicitud Homologacion_0,complete,12175,2016-06-03 18:14:24,Radicar Solicitud Homologacion,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:28:04,1684.0,1684000.0,0.4677777777777778
Cancelar Solicitud,start,12175,2016-06-09 23:51:16,Cancelar Solicitud,12175,123963,Variant 1,1,Fluxicon Disco,0,123963_Cancelar Solicitud_0,complete,12175,2016-06-09 23:51:18,Cancelar Solicitud,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:02,2.0,2000.0,0.0005555555555555556
Notificacion estudiante cancelacion soli,start,12175,2016-06-09 23:53:24,Notificacion estudiante cancelacion soli,12175,123963,Variant 1,1,Fluxicon Disco,0,123963_Notificacion estudiante cancelacion soli_0,complete,12175,2016-06-09 23:53:24,Notificacion estudiante cancelacion soli,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,11653,2016-06-03 19:12:55,Traer informacion estudiante - banner,11653,123964,Variant 2,2,Fluxicon Disco,0,123964_Traer informacion estudiante - banner_0,complete,11653,2016-06-03 19:12:55,Traer informacion estudiante - banner,11653,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11653,2016-06-03 19:12:57,Radicar Solicitud Homologacion,11653,123964,Variant 2,2,Fluxicon Disco,0,123964_Radicar Solicitud Homologacion_0,complete,11653,2016-06-03 19:17:44,Radicar Solicitud Homologacion,11653,Variant 2,2,Fluxicon Disco,0,0 days 00:04:47,287.0,287000.0,0.07972222222222222
Validar solicitud,start,22404,2016-06-04 16:56:55,Validar solicitud,22404,123964,Variant 2,2,Fluxicon Disco,0,123964_Validar solicitud_0,complete,22404,2016-06-04 16:56:55,Validar solicitud,22404,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Homologacion por grupo de cursos,start,22404,2016-06-07 14:47:54,Homologacion por grupo de cursos,22404,123964,Variant 2,2,Fluxicon Disco,0,123964_Homologacion por grupo de cursos_0,complete,22404,2016-06-07 15:19:54,Homologacion por grupo de cursos,22404,Variant 2,2,Fluxicon Disco,0,0 days 00:32:00,1920.0,1920000.0,0.5333333333333333
Traer informacion estudiante - banner,start,11772,2016-06-03 14:46:57,Traer informacion estudiante - banner,11772,124101,Variant 1,1,Fluxicon Disco,0,124101_Traer informacion estudiante - banner_0,complete,11772,2016-06-03 14:46:57,Traer informacion estudiante - banner,11772,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11772,2016-06-03 14:47:04,Radicar Solicitud Homologacion,11772,124101,Variant 1,1,Fluxicon Disco,0,124101_Radicar Solicitud Homologacion_0,complete,11772,2016-06-03 14:47:04,Radicar Solicitud Homologacion,11772,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,22475,2016-06-03 15:03:08,Cancelar Solicitud,22475,124101,Variant 1,1,Fluxicon Disco,0,124101_Cancelar Solicitud_0,complete,22475,2016-06-03 15:05:51,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:02:43,163.0,163000.0,0.04527777777777778
Notificacion estudiante cancelacion soli,start,22475,2016-06-03 18:43:07,Notificacion estudiante cancelacion soli,22475,124101,Variant 1,1,Fluxicon Disco,0,124101_Notificacion estudiante cancelacion soli_0,complete,22475,2016-06-03 18:43:07,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,12175,2016-06-03 19:42:49,Traer informacion estudiante - banner,12175,124152,Variant 1,1,Fluxicon Disco,0,124152_Traer informacion estudiante - banner_0,complete,12175,2016-06-03 19:42:49,Traer informacion estudiante - banner,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,12175,2016-06-03 19:42:50,Radicar Solicitud Homologacion,12175,124152,Variant 1,1,Fluxicon Disco,0,124152_Radicar Solicitud Homologacion_0,complete,12175,2016-06-03 20:02:46,Radicar Solicitud Homologacion,12175,Variant 1,1,Fluxicon Disco,0,0 days 00:19:56,1196.0,1196000.0,0.3322222222222222
Cancelar Solicitud,start,22475,2016-06-09 01:39:04,Cancelar Solicitud,22475,124152,Variant 1,1,Fluxicon Disco,0,124152_Cancelar Solicitud_0,complete,22475,2016-06-09 01:39:24,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:20,20.0,20000.0,0.005555555555555556
Notificacion estudiante cancelacion soli,start,22475,2016-06-09 15:55:18,Notificacion estudiante cancelacion soli,22475,124152,Variant 1,1,Fluxicon Disco,0,124152_Notificacion estudiante cancelacion soli_0,complete,22475,2016-06-09 15:55:18,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,8882,2016-06-03 21:11:19,Traer informacion estudiante - banner,8882,124156,Variant 1,1,Fluxicon Disco,0,124156_Traer informacion estudiante - banner_0,complete,8882,2016-06-03 21:11:19,Traer informacion estudiante - banner,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8882,2016-06-03 21:11:20,Radicar Solicitud Homologacion,8882,124156,Variant 1,1,Fluxicon Disco,0,124156_Radicar Solicitud Homologacion_0,complete,8882,2016-06-03 21:11:20,Radicar Solicitud Homologacion,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,19019,2016-06-03 21:22:17,Cancelar Solicitud,19019,124156,Variant 1,1,Fluxicon Disco,0,124156_Cancelar Solicitud_0,complete,19019,2016-06-03 21:30:47,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:08:30,510.0,510000.0,0.14166666666666666
Notificacion estudiante cancelacion soli,start,19019,2016-06-07 22:30:50,Notificacion estudiante cancelacion soli,19019,124156,Variant 1,1,Fluxicon Disco,0,124156_Notificacion estudiante cancelacion soli_0,complete,19019,2016-06-07 22:30:50,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,8882,2016-06-03 21:25:01,Traer informacion estudiante - banner,8882,124158,Variant 1,1,Fluxicon Disco,0,124158_Traer informacion estudiante - banner_0,complete,8882,2016-06-03 21:25:01,Traer informacion estudiante - banner,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8882,2016-06-03 21:25:02,Radicar Solicitud Homologacion,8882,124158,Variant 1,1,Fluxicon Disco,0,124158_Radicar Solicitud Homologacion_0,complete,8882,2016-06-03 21:25:02,Radicar Solicitud Homologacion,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,19019,2016-06-03 21:29:39,Cancelar Solicitud,19019,124158,Variant 1,1,Fluxicon Disco,0,124158_Cancelar Solicitud_0,complete,19019,2016-06-03 21:38:08,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:08:29,509.0,509000.0,0.1413888888888889
Notificacion estudiante cancelacion soli,start,19019,2016-06-07 22:29:45,Notificacion estudiante cancelacion soli,19019,124158,Variant 1,1,Fluxicon Disco,0,124158_Notificacion estudiante cancelacion soli_0,complete,19019,2016-06-07 22:29:45,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9379,2016-06-06 02:14:34,Traer informacion estudiante - banner,9379,124301,Variant 9,9,Fluxicon Disco,0,124301_Traer informacion estudiante - banner_0,complete,9379,2016-06-06 02:14:34,Traer informacion estudiante - banner,9379,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9379,2016-06-06 02:14:40,Radicar Solicitud Homologacion,9379,124301,Variant 9,9,Fluxicon Disco,0,124301_Radicar Solicitud Homologacion_0,complete,9379,2016-06-06 02:14:40,Radicar Solicitud Homologacion,9379,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,920,2016-06-06 02:34:50,Validar solicitud,920,124301,Variant 9,9,Fluxicon Disco,0,124301_Validar solicitud_0,complete,920,2016-06-06 02:34:50,Validar solicitud,920,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,9379,2016-06-06 02:34:51,Cancelar Solicitud,9379,124301,Variant 9,9,Fluxicon Disco,0,124301_Cancelar Solicitud_0,complete,9379,2016-06-06 02:36:25,Cancelar Solicitud,9379,Variant 9,9,Fluxicon Disco,0,0 days 00:01:34,94.0,94000.0,0.026111111111111113
Notificacion estudiante cancelacion soli,start,9379,2016-06-07 17:34:18,Notificacion estudiante cancelacion soli,9379,124301,Variant 9,9,Fluxicon Disco,0,124301_Notificacion estudiante cancelacion soli_0,complete,9379,2016-06-07 17:34:18,Notificacion estudiante cancelacion soli,9379,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9146,2016-06-06 16:52:48,Traer informacion estudiante - banner,9146,124405,Variant 1,1,Fluxicon Disco,0,124405_Traer informacion estudiante - banner_0,complete,9146,2016-06-06 16:52:48,Traer informacion estudiante - banner,9146,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9146,2016-06-06 16:52:48,Radicar Solicitud Homologacion,9146,124405,Variant 1,1,Fluxicon Disco,0,124405_Radicar Solicitud Homologacion_0,complete,9146,2016-06-06 16:52:48,Radicar Solicitud Homologacion,9146,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,19019,2016-06-06 17:00:09,Cancelar Solicitud,19019,124405,Variant 1,1,Fluxicon Disco,0,124405_Cancelar Solicitud_0,complete,19019,2016-06-06 17:00:09,Cancelar Solicitud,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Notificacion estudiante cancelacion soli,start,19019,2016-06-07 14:59:07,Notificacion estudiante cancelacion soli,19019,124405,Variant 1,1,Fluxicon Disco,0,124405_Notificacion estudiante cancelacion soli_0,complete,19019,2016-06-07 14:59:07,Notificacion estudiante cancelacion soli,19019,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,15315,2016-06-06 21:36:21,Traer informacion estudiante - banner,15315,124501,Variant 1,1,Fluxicon Disco,0,124501_Traer informacion estudiante - banner_0,complete,15315,2016-06-06 21:36:21,Traer informacion estudiante - banner,15315,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,15315,2016-06-06 21:36:24,Radicar Solicitud Homologacion,15315,124501,Variant 1,1,Fluxicon Disco,0,124501_Radicar Solicitud Homologacion_0,complete,15315,2016-06-06 21:36:24,Radicar Solicitud Homologacion,15315,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,6694,2016-06-06 22:12:28,Cancelar Solicitud,6694,124501,Variant 1,1,Fluxicon Disco,0,124501_Cancelar Solicitud_0,complete,6694,2016-06-06 22:13:40,Cancelar Solicitud,6694,Variant 1,1,Fluxicon Disco,0,0 days 00:01:12,72.0,72000.0,0.02
Notificacion estudiante cancelacion soli,start,6694,2016-06-07 17:12:09,Notificacion estudiante cancelacion soli,6694,124501,Variant 1,1,Fluxicon Disco,0,124501_Notificacion estudiante cancelacion soli_0,complete,6694,2016-06-07 17:12:09,Notificacion estudiante cancelacion soli,6694,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,19746,2016-06-07 20:11:04,Traer informacion estudiante - banner,19746,124564,Variant 1,1,Fluxicon Disco,0,124564_Traer informacion estudiante - banner_0,complete,19746,2016-06-07 20:11:04,Traer informacion estudiante - banner,19746,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,19746,2016-06-07 20:11:06,Radicar Solicitud Homologacion,19746,124564,Variant 1,1,Fluxicon Disco,0,124564_Radicar Solicitud Homologacion_0,complete,19746,2016-06-07 20:39:06,Radicar Solicitud Homologacion,19746,Variant 1,1,Fluxicon Disco,0,0 days 00:28:00,1680.0,1680000.0,0.4666666666666667
Cancelar Solicitud,start,241,2016-06-11 16:35:57,Cancelar Solicitud,241,124564,Variant 1,1,Fluxicon Disco,0,124564_Cancelar Solicitud_0,complete,241,2016-06-11 17:46:52,Cancelar Solicitud,241,Variant 1,1,Fluxicon Disco,0,0 days 01:10:55,4255.0,4255000.0,1.1819444444444445
Notificacion estudiante cancelacion soli,start,241,2016-06-24 00:55:19,Notificacion estudiante cancelacion soli,241,124564,Variant 1,1,Fluxicon Disco,0,124564_Notificacion estudiante cancelacion soli_0,complete,241,2016-06-24 00:55:19,Notificacion estudiante cancelacion soli,241,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9379,2016-06-07 21:03:30,Traer informacion estudiante - banner,9379,124572,Variant 1,1,Fluxicon Disco,0,124572_Traer informacion estudiante - banner_0,complete,9379,2016-06-07 21:03:30,Traer informacion estudiante - banner,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9379,2016-06-07 21:03:31,Radicar Solicitud Homologacion,9379,124572,Variant 1,1,Fluxicon Disco,0,124572_Radicar Solicitud Homologacion_0,complete,9379,2016-06-07 21:05:35,Radicar Solicitud Homologacion,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:02:04,124.0,124000.0,0.034444444444444444
Cancelar Solicitud,start,9379,2016-06-08 00:04:06,Cancelar Solicitud,9379,124572,Variant 1,1,Fluxicon Disco,0,124572_Cancelar Solicitud_0,complete,9379,2016-06-08 00:04:10,Cancelar Solicitud,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:00:04,4.0,4000.0,0.0011111111111111111
Notificacion estudiante cancelacion soli,start,9379,2016-06-08 00:08:44,Notificacion estudiante cancelacion soli,9379,124572,Variant 1,1,Fluxicon Disco,0,124572_Notificacion estudiante cancelacion soli_0,complete,9379,2016-06-08 00:08:44,Notificacion estudiante cancelacion soli,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9146,2016-06-07 13:16:23,Traer informacion estudiante - banner,9146,124651,Variant 1,1,Fluxicon Disco,0,124651_Traer informacion estudiante - banner_0,complete,9146,2016-06-07 13:16:23,Traer informacion estudiante - banner,9146,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9146,2016-06-07 13:16:27,Radicar Solicitud Homologacion,9146,124651,Variant 1,1,Fluxicon Disco,0,124651_Radicar Solicitud Homologacion_0,complete,9146,2016-06-07 13:16:27,Radicar Solicitud Homologacion,9146,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,294,2016-06-07 13:25:07,Cancelar Solicitud,294,124651,Variant 1,1,Fluxicon Disco,0,124651_Cancelar Solicitud_0,complete,294,2016-06-07 15:08:20,Cancelar Solicitud,294,Variant 1,1,Fluxicon Disco,0,0 days 01:43:13,6193.0,6193000.0,1.7202777777777778
Notificacion estudiante cancelacion soli,start,294,2016-06-24 01:13:52,Notificacion estudiante cancelacion soli,294,124651,Variant 1,1,Fluxicon Disco,0,124651_Notificacion estudiante cancelacion soli_0,complete,294,2016-06-24 01:13:52,Notificacion estudiante cancelacion soli,294,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,9379,2016-06-07 17:34:58,Traer informacion estudiante - banner,9379,124702,Variant 1,1,Fluxicon Disco,0,124702_Traer informacion estudiante - banner_0,complete,9379,2016-06-07 17:34:58,Traer informacion estudiante - banner,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9379,2016-06-07 17:34:59,Radicar Solicitud Homologacion,9379,124702,Variant 1,1,Fluxicon Disco,0,124702_Radicar Solicitud Homologacion_0,complete,9379,2016-06-07 17:35:08,Radicar Solicitud Homologacion,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:00:09,9.0,9000.0,0.0025
Cancelar Solicitud,start,9379,2016-06-07 17:44:22,Cancelar Solicitud,9379,124702,Variant 1,1,Fluxicon Disco,0,124702_Cancelar Solicitud_0,complete,9379,2016-06-07 17:48:37,Cancelar Solicitud,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:04:15,255.0,255000.0,0.07083333333333333
Notificacion estudiante cancelacion soli,start,9379,2016-06-08 00:00:08,Notificacion estudiante cancelacion soli,9379,124702,Variant 1,1,Fluxicon Disco,0,124702_Notificacion estudiante cancelacion soli_0,complete,9379,2016-06-08 00:00:08,Notificacion estudiante cancelacion soli,9379,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
