Activity,lifecycle:transition_start,org:resource_start,Start Timestamp,Complete Timestamp,Resource,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Unnamed: 14,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours,Activity_start
Notificacion estudiante cancelacion soli,start,29277,2016-06-09 19:55:52,2016-06-09 19:55:52,29277,124861,Variant 1,1,Fluxicon Disco,0,124861_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,29280,2016-06-09 17:39:27,2016-06-09 17:39:27,29280,124908,Variant 2,2,Fluxicon Disco,0,124908_Traer informacion estudiante - banner_0,complete,29280,,Traer informacion estudiante - banner,29280,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,29280,2016-06-09 17:39:31,2016-06-09 17:52:14,29280,124908,Variant 2,2,Fluxicon Disco,0,124908_Radicar Solicitud Homologacion_0,complete,29280,,Radicar Solicitud Homologacion,29280,Variant 2,2,Fluxicon Disco,0,0 days 00:12:43,763,763000,0.211944444444444,Radicar Solicitud Homologacion
Validar solicitud,start,6400,2016-06-11 00:22:39,2016-06-11 00:24:50,6400,124908,Variant 2,2,Fluxicon Disco,0,124908_Validar solicitud_0,complete,6400,,Validar solicitud,6400,Variant 2,2,Fluxicon Disco,0,0 days 00:02:11,131,131000,0.0363888888888889,Validar solicitud
Homologacion por grupo de cursos,start,6520,2016-06-13 16:34:38,2016-06-13 17:02:03,6520,124908,Variant 2,2,Fluxicon Disco,0,124908_Homologacion por grupo de cursos_0,complete,6520,,Homologacion por grupo de cursos,6520,Variant 2,2,Fluxicon Disco,0,0 days 00:27:25,1645,1645000,0.456944444444444,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,11775,2016-06-09 21:22:41,2016-06-09 21:22:41,11775,124953,Variant 2,2,Fluxicon Disco,0,124953_Traer informacion estudiante - banner_0,complete,11775,,Traer informacion estudiante - banner,11775,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,11775,2016-06-09 21:22:42,2016-06-09 21:34:42,11775,124953,Variant 2,2,Fluxicon Disco,0,124953_Radicar Solicitud Homologacion_0,complete,11775,,Radicar Solicitud Homologacion,11775,Variant 2,2,Fluxicon Disco,0,0 days 00:12:00,720,720000,0.2,Radicar Solicitud Homologacion
Validar solicitud,start,22475,2016-06-11 21:04:59,2016-06-11 21:08:59,22475,124953,Variant 2,2,Fluxicon Disco,0,124953_Validar solicitud_0,complete,22475,,Validar solicitud,22475,Variant 2,2,Fluxicon Disco,0,0 days 00:04:00,240,240000,0.0666666666666667,Validar solicitud
Homologacion por grupo de cursos,start,22475,2016-06-13 20:53:51,2016-06-13 21:17:51,22475,124953,Variant 2,2,Fluxicon Disco,0,124953_Homologacion por grupo de cursos_0,complete,22475,,Homologacion por grupo de cursos,22475,Variant 2,2,Fluxicon Disco,0,0 days 00:24:00,1440,1440000,0.4,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,8824,2016-06-10 19:41:20,2016-06-10 19:41:20,8824,125209,Variant 2,2,Fluxicon Disco,0,125209_Traer informacion estudiante - banner_0,complete,8824,,Traer informacion estudiante - banner,8824,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8824,2016-06-10 19:41:21,2016-06-10 19:41:34,8824,125209,Variant 2,2,Fluxicon Disco,0,125209_Radicar Solicitud Homologacion_0,complete,8824,,Radicar Solicitud Homologacion,8824,Variant 2,2,Fluxicon Disco,0,0 days 00:00:13,13,13000,0.0036111111111111,Radicar Solicitud Homologacion
Validar solicitud,start,677,2016-06-10 19:55:01,2016-06-10 20:11:05,677,125209,Variant 2,2,Fluxicon Disco,0,125209_Validar solicitud_0,complete,677,,Validar solicitud,677,Variant 2,2,Fluxicon Disco,0,0 days 00:16:04,964,964000,0.267777777777778,Validar solicitud
Homologacion por grupo de cursos,start,677,2016-06-14 20:36:57,2016-06-14 20:36:57,677,125209,Variant 2,2,Fluxicon Disco,0,125209_Homologacion por grupo de cursos_0,complete,677,,Homologacion por grupo de cursos,677,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,29281,2016-06-10 19:58:51,2016-06-10 19:58:51,29281,125214,Variant 5,5,Fluxicon Disco,0,125214_Traer informacion estudiante - banner_0,complete,29281,,Traer informacion estudiante - banner,29281,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,29281,2016-06-10 19:58:52,2016-06-10 19:59:02,29281,125214,Variant 5,5,Fluxicon Disco,0,125214_Radicar Solicitud Homologacion_0,complete,29281,,Radicar Solicitud Homologacion,29281,Variant 5,5,Fluxicon Disco,0,0 days 00:00:10,10,10000,0.0027777777777777,Radicar Solicitud Homologacion
Notificacion estudiante cancelacion soli,start,1,2016-06-21 18:33:05,2016-06-21 18:33:05,1,125214,Variant 5,5,Fluxicon Disco,0,125214_Notificacion estudiante cancelacion soli_0,complete,1,,Notificacion estudiante cancelacion soli,1,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,29281,2016-06-10 22:10:22,2016-06-10 22:10:22,29281,125219,Variant 5,5,Fluxicon Disco,0,125219_Traer informacion estudiante - banner_0,complete,29281,,Traer informacion estudiante - banner,29281,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,29281,2016-06-10 22:10:23,2016-06-10 22:10:39,29281,125219,Variant 5,5,Fluxicon Disco,0,125219_Radicar Solicitud Homologacion_0,complete,29281,,Radicar Solicitud Homologacion,29281,Variant 5,5,Fluxicon Disco,0,0 days 00:00:16,16,16000,0.0044444444444444,Radicar Solicitud Homologacion
Notificacion estudiante cancelacion soli,start,1,2016-06-21 18:51:05,2016-06-21 18:51:05,1,125219,Variant 5,5,Fluxicon Disco,0,125219_Notificacion estudiante cancelacion soli_0,complete,1,,Notificacion estudiante cancelacion soli,1,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,29276,2016-06-11 15:43:58,2016-06-11 15:43:58,29276,125304,Variant 1,1,Fluxicon Disco,0,125304_Traer informacion estudiante - banner_0,complete,29276,,Traer informacion estudiante - banner,29276,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,29276,2016-06-11 15:43:59,2016-06-11 16:08:47,29276,125304,Variant 1,1,Fluxicon Disco,0,125304_Radicar Solicitud Homologacion_0,complete,29276,,Radicar Solicitud Homologacion,29276,Variant 1,1,Fluxicon Disco,0,0 days 00:24:48,1488,1488000,0.413333333333333,Radicar Solicitud Homologacion
Cancelar Solicitud,start,7080,2016-06-16 16:48:04,2016-06-16 16:54:06,7080,125304,Variant 1,1,Fluxicon Disco,0,125304_Cancelar Solicitud_0,complete,7080,,Cancelar Solicitud,7080,Variant 1,1,Fluxicon Disco,0,0 days 00:06:02,362,362000,0.100555555555556,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,7080,2016-06-17 00:50:29,2016-06-17 00:50:29,7080,125304,Variant 1,1,Fluxicon Disco,0,125304_Notificacion estudiante cancelacion soli_0,complete,7080,,Notificacion estudiante cancelacion soli,7080,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,19572,2016-06-11 20:19:44,2016-06-11 20:19:44,19572,125351,Variant 1,1,Fluxicon Disco,0,125351_Traer informacion estudiante - banner_0,complete,19572,,Traer informacion estudiante - banner,19572,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,19572,2016-06-11 20:19:52,2016-06-11 20:19:52,19572,125351,Variant 1,1,Fluxicon Disco,0,125351_Radicar Solicitud Homologacion_0,complete,19572,,Radicar Solicitud Homologacion,19572,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,19572,2016-06-11 20:43:01,2016-06-11 20:43:01,19572,125351,Variant 1,1,Fluxicon Disco,0,125351_Cancelar Solicitud_0,complete,19572,,Cancelar Solicitud,19572,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,19572,2016-06-12 20:01:19,2016-06-12 20:01:19,19572,125351,Variant 1,1,Fluxicon Disco,0,125351_Notificacion estudiante cancelacion soli_0,complete,19572,,Notificacion estudiante cancelacion soli,19572,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,26259,2016-06-12 14:16:15,2016-06-12 14:16:15,26259,125401,Variant 1,1,Fluxicon Disco,0,125401_Traer informacion estudiante - banner_0,complete,26259,,Traer informacion estudiante - banner,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,26259,2016-06-12 14:16:20,2016-06-12 14:16:20,26259,125401,Variant 1,1,Fluxicon Disco,0,125401_Radicar Solicitud Homologacion_0,complete,26259,,Radicar Solicitud Homologacion,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,26259,2016-06-12 14:32:52,2016-06-12 14:32:52,26259,125401,Variant 1,1,Fluxicon Disco,0,125401_Cancelar Solicitud_0,complete,26259,,Cancelar Solicitud,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,26259,2016-06-12 14:35:15,2016-06-12 14:35:15,26259,125401,Variant 1,1,Fluxicon Disco,0,125401_Notificacion estudiante cancelacion soli_0,complete,26259,,Notificacion estudiante cancelacion soli,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,26259,2016-06-12 14:35:34,2016-06-12 14:35:34,26259,125402,Variant 1,1,Fluxicon Disco,0,125402_Traer informacion estudiante - banner_0,complete,26259,,Traer informacion estudiante - banner,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,26259,2016-06-12 14:35:35,2016-06-12 14:35:35,26259,125402,Variant 1,1,Fluxicon Disco,0,125402_Radicar Solicitud Homologacion_0,complete,26259,,Radicar Solicitud Homologacion,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,26259,2016-06-12 14:56:59,2016-06-12 14:56:59,26259,125402,Variant 1,1,Fluxicon Disco,0,125402_Cancelar Solicitud_0,complete,26259,,Cancelar Solicitud,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,26259,2016-06-13 15:41:50,2016-06-13 15:41:50,26259,125402,Variant 1,1,Fluxicon Disco,0,125402_Notificacion estudiante cancelacion soli_0,complete,26259,,Notificacion estudiante cancelacion soli,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,26259,2016-06-13 15:42:07,2016-06-13 15:42:07,26259,125555,Variant 1,1,Fluxicon Disco,0,125555_Traer informacion estudiante - banner_0,complete,26259,,Traer informacion estudiante - banner,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,26259,2016-06-13 15:42:07,2016-06-13 15:42:07,26259,125555,Variant 1,1,Fluxicon Disco,0,125555_Radicar Solicitud Homologacion_0,complete,26259,,Radicar Solicitud Homologacion,26259,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-13 15:48:51,2016-06-13 15:48:54,29277,125555,Variant 1,1,Fluxicon Disco,0,125555_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:03,3,3000,0.0008333333333333,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-13 16:03:03,2016-06-13 16:03:03,29277,125555,Variant 1,1,Fluxicon Disco,0,125555_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,19692,2016-06-13 16:03:46,2016-06-13 16:03:46,19692,125559,Variant 1,1,Fluxicon Disco,0,125559_Traer informacion estudiante - banner_0,complete,19692,,Traer informacion estudiante - banner,19692,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,19692,2016-06-13 16:03:46,2016-06-13 16:43:42,19692,125559,Variant 1,1,Fluxicon Disco,0,125559_Radicar Solicitud Homologacion_0,complete,19692,,Radicar Solicitud Homologacion,19692,Variant 1,1,Fluxicon Disco,0,0 days 00:39:56,2396,2396000,0.665555555555556,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-20 14:42:53,2016-06-20 14:43:08,29277,125559,Variant 1,1,Fluxicon Disco,0,125559_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:15,15,15000,0.0041666666666666,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-20 16:15:20,2016-06-20 16:15:20,29277,125559,Variant 1,1,Fluxicon Disco,0,125559_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,9379,2016-06-13 21:19:53,2016-06-13 21:19:53,9379,125569,Variant 7,7,Fluxicon Disco,0,125569_Traer informacion estudiante - banner_0,complete,9379,,Traer informacion estudiante - banner,9379,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9379,2016-06-13 21:19:55,2016-06-13 21:19:55,9379,125569,Variant 7,7,Fluxicon Disco,0,125569_Radicar Solicitud Homologacion_0,complete,9379,,Radicar Solicitud Homologacion,9379,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,9379,2016-06-13 21:21:43,2016-06-13 21:21:43,9379,125569,Variant 7,7,Fluxicon Disco,0,125569_Cancelar Solicitud_0,complete,9379,,Cancelar Solicitud,9379,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar Solicitud
Validar solicitud,start,920,2016-06-13 21:21:43,2016-06-13 21:21:43,920,125569,Variant 7,7,Fluxicon Disco,0,125569_Validar solicitud_0,complete,920,,Validar solicitud,920,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validar solicitud
Notificacion estudiante cancelacion soli,start,9379,2016-06-13 21:46:51,2016-06-13 21:46:51,9379,125569,Variant 7,7,Fluxicon Disco,0,125569_Notificacion estudiante cancelacion soli_0,complete,9379,,Notificacion estudiante cancelacion soli,9379,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,11548,2016-06-14 09:11:19,2016-06-14 09:11:19,11548,125651,Variant 5,5,Fluxicon Disco,0,125651_Traer informacion estudiante - banner_0,complete,11548,,Traer informacion estudiante - banner,11548,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,11548,2016-06-14 09:11:23,2016-06-14 09:11:23,11548,125651,Variant 5,5,Fluxicon Disco,0,125651_Radicar Solicitud Homologacion_0,complete,11548,,Radicar Solicitud Homologacion,11548,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Notificacion estudiante cancelacion soli,start,1,2016-06-23 00:24:13,2016-06-23 00:24:13,1,125651,Variant 5,5,Fluxicon Disco,0,125651_Notificacion estudiante cancelacion soli_0,complete,1,,Notificacion estudiante cancelacion soli,1,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,19692,2016-06-14 17:12:11,2016-06-14 17:12:11,19692,125703,Variant 1,1,Fluxicon Disco,0,125703_Traer informacion estudiante - banner_0,complete,19692,,Traer informacion estudiante - banner,19692,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,19692,2016-06-14 17:12:13,2016-06-14 17:43:00,19692,125703,Variant 1,1,Fluxicon Disco,0,125703_Radicar Solicitud Homologacion_0,complete,19692,,Radicar Solicitud Homologacion,19692,Variant 1,1,Fluxicon Disco,0,0 days 00:30:47,1847,1847000,0.513055555555556,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-20 15:35:38,2016-06-20 15:35:52,29277,125703,Variant 1,1,Fluxicon Disco,0,125703_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:14,14,14000,0.0038888888888888,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-20 16:14:10,2016-06-20 16:14:10,29277,125703,Variant 1,1,Fluxicon Disco,0,125703_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,7824,2016-06-14 19:14:40,2016-06-14 19:14:40,7824,125706,Variant 2,2,Fluxicon Disco,0,125706_Traer informacion estudiante - banner_0,complete,7824,,Traer informacion estudiante - banner,7824,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,7824,2016-06-14 19:14:43,2016-06-14 19:15:05,7824,125706,Variant 2,2,Fluxicon Disco,0,125706_Radicar Solicitud Homologacion_0,complete,7824,,Radicar Solicitud Homologacion,7824,Variant 2,2,Fluxicon Disco,0,0 days 00:00:22,22,22000,0.0061111111111111,Radicar Solicitud Homologacion
Validar solicitud,start,241,2016-06-14 19:37:31,2016-06-14 20:17:58,241,125706,Variant 2,2,Fluxicon Disco,0,125706_Validar solicitud_0,complete,241,,Validar solicitud,241,Variant 2,2,Fluxicon Disco,0,0 days 00:40:27,2427,2427000,0.674166666666667,Validar solicitud
Homologacion por grupo de cursos,start,241,2016-06-21 22:04:41,2016-06-21 22:23:04,241,125706,Variant 2,2,Fluxicon Disco,0,125706_Homologacion por grupo de cursos_0,complete,241,,Homologacion por grupo de cursos,241,Variant 2,2,Fluxicon Disco,0,0 days 00:18:23,1103,1103000,0.306388888888889,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,28881,2016-06-14 22:08:39,2016-06-14 22:08:39,28881,125714,Variant 2,2,Fluxicon Disco,0,125714_Traer informacion estudiante - banner_0,complete,28881,,Traer informacion estudiante - banner,28881,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,28881,2016-06-14 22:08:40,2016-06-14 22:08:56,28881,125714,Variant 2,2,Fluxicon Disco,0,125714_Radicar Solicitud Homologacion_0,complete,28881,,Radicar Solicitud Homologacion,28881,Variant 2,2,Fluxicon Disco,0,0 days 00:00:16,16,16000,0.0044444444444444,Radicar Solicitud Homologacion
Validar solicitud,start,6400,2016-06-14 22:25:35,2016-06-14 22:25:58,6400,125714,Variant 2,2,Fluxicon Disco,0,125714_Validar solicitud_0,complete,6400,,Validar solicitud,6400,Variant 2,2,Fluxicon Disco,0,0 days 00:00:23,23,23000,0.0063888888888888,Validar solicitud
Homologacion por grupo de cursos,start,6520,2016-06-14 22:49:03,2016-06-14 23:04:13,6520,125714,Variant 2,2,Fluxicon Disco,0,125714_Homologacion por grupo de cursos_0,complete,6520,,Homologacion por grupo de cursos,6520,Variant 2,2,Fluxicon Disco,0,0 days 00:15:10,910,910000,0.252777777777778,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,11150,2016-06-14 23:07:08,2016-06-14 23:07:08,11150,125717,Variant 1,1,Fluxicon Disco,0,125717_Traer informacion estudiante - banner_0,complete,11150,,Traer informacion estudiante - banner,11150,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,11150,2016-06-14 23:07:09,2016-06-14 23:09:16,11150,125717,Variant 1,1,Fluxicon Disco,0,125717_Radicar Solicitud Homologacion_0,complete,11150,,Radicar Solicitud Homologacion,11150,Variant 1,1,Fluxicon Disco,0,0 days 00:02:07,127,127000,0.0352777777777778,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-15 01:14:11,2016-06-15 01:24:33,29277,125717,Variant 1,1,Fluxicon Disco,0,125717_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:10:22,622,622000,0.172777777777778,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-16 17:36:34,2016-06-16 17:36:34,29277,125717,Variant 1,1,Fluxicon Disco,0,125717_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,28881,2016-06-14 23:08:41,2016-06-14 23:08:41,28881,125718,Variant 2,2,Fluxicon Disco,0,125718_Traer informacion estudiante - banner_0,complete,28881,,Traer informacion estudiante - banner,28881,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,28881,2016-06-14 23:08:42,2016-06-14 23:08:47,28881,125718,Variant 2,2,Fluxicon Disco,0,125718_Radicar Solicitud Homologacion_0,complete,28881,,Radicar Solicitud Homologacion,28881,Variant 2,2,Fluxicon Disco,0,0 days 00:00:05,5,5000,0.0013888888888888,Radicar Solicitud Homologacion
Validar solicitud,start,6400,2016-06-14 23:14:36,2016-06-14 23:21:17,6400,125718,Variant 2,2,Fluxicon Disco,0,125718_Validar solicitud_0,complete,6400,,Validar solicitud,6400,Variant 2,2,Fluxicon Disco,0,0 days 00:06:41,401,401000,0.111388888888889,Validar solicitud
Homologacion por grupo de cursos,start,6520,2016-06-15 19:55:47,2016-06-15 21:15:51,6520,125718,Variant 2,2,Fluxicon Disco,0,125718_Homologacion por grupo de cursos_0,complete,6520,,Homologacion por grupo de cursos,6520,Variant 2,2,Fluxicon Disco,0,0 days 01:20:04,4804,4804000,1.33444444444444,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,9332,2016-06-15 02:38:00,2016-06-15 02:38:00,9332,125722,Variant 1,1,Fluxicon Disco,0,125722_Traer informacion estudiante - banner_0,complete,9332,,Traer informacion estudiante - banner,9332,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9332,2016-06-15 02:38:01,2016-06-15 03:02:01,9332,125722,Variant 1,1,Fluxicon Disco,0,125722_Radicar Solicitud Homologacion_0,complete,9332,,Radicar Solicitud Homologacion,9332,Variant 1,1,Fluxicon Disco,0,0 days 00:24:00,1440,1440000,0.4,Radicar Solicitud Homologacion
Cancelar Solicitud,start,241,2016-06-20 00:29:37,2016-06-20 00:42:01,241,125722,Variant 1,1,Fluxicon Disco,0,125722_Cancelar Solicitud_0,complete,241,,Cancelar Solicitud,241,Variant 1,1,Fluxicon Disco,0,0 days 00:12:24,744,744000,0.206666666666667,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,241,2016-06-21 22:24:29,2016-06-21 22:24:29,241,125722,Variant 1,1,Fluxicon Disco,0,125722_Notificacion estudiante cancelacion soli_0,complete,241,,Notificacion estudiante cancelacion soli,241,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8882,2016-06-15 13:42:19,2016-06-15 13:42:19,8882,125801,Variant 1,1,Fluxicon Disco,0,125801_Traer informacion estudiante - banner_0,complete,8882,,Traer informacion estudiante - banner,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8882,2016-06-15 13:42:25,2016-06-15 13:42:25,8882,125801,Variant 1,1,Fluxicon Disco,0,125801_Radicar Solicitud Homologacion_0,complete,8882,,Radicar Solicitud Homologacion,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-15 13:55:09,2016-06-15 14:04:47,29277,125801,Variant 1,1,Fluxicon Disco,0,125801_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:09:38,578,578000,0.160555555555556,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,29277,2016-06-16 17:38:04,2016-06-16 17:38:04,29277,125801,Variant 1,1,Fluxicon Disco,0,125801_Notificacion estudiante cancelacion soli_0,complete,29277,,Notificacion estudiante cancelacion soli,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8882,2016-06-15 13:55:46,2016-06-15 13:55:46,8882,125802,Variant 1,1,Fluxicon Disco,0,125802_Traer informacion estudiante - banner_0,complete,8882,,Traer informacion estudiante - banner,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8882,2016-06-15 13:55:48,2016-06-15 13:55:48,8882,125802,Variant 1,1,Fluxicon Disco,0,125802_Radicar Solicitud Homologacion_0,complete,8882,,Radicar Solicitud Homologacion,8882,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,29277,2016-06-15 13:59:54,2016-06-15 14:09:33,29277,125802,Variant 1,1,Fluxicon Disco,0,125802_Cancelar Solicitud_0,complete,29277,,Cancelar Solicitud,29277,Variant 1,1,Fluxicon Disco,0,0 days 00:09:39,579,579000,0.160833333333333,Cancelar Solicitud
